Year,Year Code,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
2020.0,2020.0,New York,36.0,"Acute upper respiratory infection, unspecified",J06.9,16.0,19336776.0,
2020.0,2020.0,New York,36.0,"Influenza with pneumonia, influenza virus identified",J10.0,66.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Influenza with other respiratory manifestations, influenza virus identified",J10.1,122.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,"Influenza with pneumonia, virus not identified",J11.0,87.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Influenza with other respiratory manifestations, virus not identified",J11.1,71.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,Respiratory syncytial virus pneumonia,J12.1,13.0,19336776.0,
2020.0,2020.0,New York,36.0,Other viral pneumonia,J12.8,132.0,19336776.0,0.7
2020.0,2020.0,New York,36.0,"Viral pneumonia, unspecified",J12.9,214.0,19336776.0,1.1
2020.0,2020.0,New York,36.0,Pneumonia due to Streptococcus pneumoniae,J13,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Pneumonia due to Klebsiella pneumoniae,J15.0,19.0,19336776.0,
2020.0,2020.0,New York,36.0,Pneumonia due to Pseudomonas,J15.1,37.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Pneumonia due to staphylococcus,J15.2,59.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Pneumonia due to other streptococci,J15.4,15.0,19336776.0,
2020.0,2020.0,New York,36.0,"Bacterial pneumonia, unspecified",J15.9,516.0,19336776.0,2.7
2020.0,2020.0,New York,36.0,"Bronchopneumonia, unspecified",J18.0,57.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Lobar pneumonia, unspecified",J18.1,428.0,19336776.0,2.2
2020.0,2020.0,New York,36.0,"Pneumonia, unspecified",J18.9,2861.0,19336776.0,14.8
2020.0,2020.0,New York,36.0,Unspecified acute lower respiratory infection,J22,21.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Bronchitis, not specified as acute or chronic",J40,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Unspecified chronic bronchitis,J42,18.0,19336776.0,
2020.0,2020.0,New York,36.0,"Emphysema, unspecified",J43.9,342.0,19336776.0,1.8
2020.0,2020.0,New York,36.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,1039.0,19336776.0,5.4
2020.0,2020.0,New York,36.0,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,268.0,19336776.0,1.4
2020.0,2020.0,New York,36.0,Other specified chronic obstructive pulmonary disease,J44.8,70.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Chronic obstructive pulmonary disease, unspecified",J44.9,4497.0,19336776.0,23.3
2020.0,2020.0,New York,36.0,"Asthma, unspecified",J45.9,290.0,19336776.0,1.5
2020.0,2020.0,New York,36.0,Status asthmaticus,J46,34.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Bronchiectasis,J47,59.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Pneumoconiosis due to asbestos and other mineral fibres,J61,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Hypersensitivity pneumonitis due to unspecified organic dust,J67.9,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Pneumonitis due to food and vomit,J69.0,636.0,19336776.0,3.3
2020.0,2020.0,New York,36.0,Adult respiratory distress syndrome,J80,103.0,19336776.0,0.5
2020.0,2020.0,New York,36.0,Pulmonary oedema,J81,23.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Pulmonary eosinophilia, not elsewhere classified",J82,14.0,19336776.0,
2020.0,2020.0,New York,36.0,Other interstitial pulmonary diseases with fibrosis,J84.1,663.0,19336776.0,3.4
2020.0,2020.0,New York,36.0,"Interstitial pulmonary disease, unspecified",J84.9,376.0,19336776.0,1.9
2020.0,2020.0,New York,36.0,Gangrene and necrosis of lung,J85.0,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Pyothorax without fistula,J86.9,42.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Pleural effusion, not elsewhere classified",J90,113.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,"Pneumothorax, unspecified",J93.9,33.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Acute respiratory failure,J96.0,338.0,19336776.0,1.7
2020.0,2020.0,New York,36.0,Chronic respiratory failure,J96.1,203.0,19336776.0,1.0
2020.0,2020.0,New York,36.0,"Respiratory failure, unspecified",J96.9,469.0,19336776.0,2.4
2020.0,2020.0,New York,36.0,Pulmonary collapse,J98.1,14.0,19336776.0,
2020.0,2020.0,New York,36.0,Other disorders of lung,J98.4,176.0,19336776.0,0.9
2020.0,2020.0,New York,36.0,Other specified respiratory disorders,J98.8,73.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Respiratory disorder, unspecified",J98.9,161.0,19336776.0,0.8
2020.0,2020.0,New York,36.0,Sialoadenitis,K11.2,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Gastro-oesophageal reflux disease without oesophagitis,K21.9,29.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Oesophageal obstruction,K22.2,25.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Perforation of oesophagus,K22.3,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Other specified diseases of oesophagus,K22.8,16.0,19336776.0,
2020.0,2020.0,New York,36.0,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,37.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Gastric ulcer, chronic or unspecified with perforation",K25.5,21.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,40.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,62.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",K26.9,11.0,19336776.0,
2020.0,2020.0,New York,36.0,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,35.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other specified diseases of stomach and duodenum,K31.8,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Disease of stomach and duodenum, unspecified",K31.9,16.0,19336776.0,
2020.0,2020.0,New York,36.0,"Acute appendicitis, other and unspecified",K35.8,25.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",K40.3,21.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Ventral hernia with obstruction, without gangrene",K43.0,26.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Diaphragmatic hernia without obstruction or gangrene,K44.9,21.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,36.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Unspecified abdominal hernia without obstruction or gangrene,K46.9,11.0,19336776.0,
2020.0,2020.0,New York,36.0,"Crohn disease, unspecified",K50.9,22.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Ulcerative colitis, unspecified",K51.9,15.0,19336776.0,
2020.0,2020.0,New York,36.0,"Noninfective gastroenteritis and colitis, unspecified",K52.9,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Acute vascular disorders of intestine,K55.0,60.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Chronic vascular disorders of intestine,K55.1,19.0,19336776.0,
2020.0,2020.0,New York,36.0,"Vascular disorder of intestine, unspecified",K55.9,333.0,19336776.0,1.7
2020.0,2020.0,New York,36.0,Volvulus,K56.2,48.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other impaction of intestine,K56.4,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Intestinal adhesions [bands] with obstruction,K56.5,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Other and unspecified intestinal obstruction,K56.6,282.0,19336776.0,1.5
2020.0,2020.0,New York,36.0,"Ileus, unspecified",K56.7,31.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Diverticular disease of large intestine with perforation and abscess,K57.2,18.0,19336776.0,
2020.0,2020.0,New York,36.0,Diverticular disease of large intestine without perforation or abscess,K57.3,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,85.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,87.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Megacolon, not elsewhere classified",K59.3,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Perforation of intestine (nontraumatic),K63.1,202.0,19336776.0,1.0
2020.0,2020.0,New York,36.0,Fistula of intestine,K63.2,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Other specified diseases of intestine,K63.8,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Disease of intestine, unspecified",K63.9,31.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Acute peritonitis,K65.0,68.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Peritonitis, unspecified",K65.9,32.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Haemoperitoneum,K66.1,13.0,19336776.0,
2020.0,2020.0,New York,36.0,Other specified disorders of peritoneum,K66.8,26.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Alcoholic fatty liver,K70.0,43.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Alcoholic hepatitis,K70.1,62.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Alcoholic cirrhosis of liver,K70.3,770.0,19336776.0,4.0
2020.0,2020.0,New York,36.0,Alcoholic hepatic failure,K70.4,94.0,19336776.0,0.5
2020.0,2020.0,New York,36.0,"Alcoholic liver disease, unspecified",K70.9,70.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,Acute and subacute hepatic failure,K72.0,38.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Hepatic failure, unspecified",K72.9,206.0,19336776.0,1.1
2020.0,2020.0,New York,36.0,Primary biliary cirrhosis,K74.3,14.0,19336776.0,
2020.0,2020.0,New York,36.0,Other and unspecified cirrhosis of liver,K74.6,797.0,19336776.0,4.1
2020.0,2020.0,New York,36.0,Abscess of liver,K75.0,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Autoimmune hepatitis,K75.4,36.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Inflammatory liver disease, unspecified",K75.9,12.0,19336776.0,
2020.0,2020.0,New York,36.0,"Fatty (change of) liver, not elsewhere classified",K76.0,124.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,Hepatorenal syndrome,K76.7,25.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Liver disease, unspecified",K76.9,135.0,19336776.0,0.7
2020.0,2020.0,New York,36.0,Calculus of gallbladder with other cholecystitis,K80.1,14.0,19336776.0,
2020.0,2020.0,New York,36.0,Calculus of gallbladder without cholecystitis,K80.2,27.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Acute cholecystitis,K81.0,75.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Cholecystitis, unspecified",K81.9,72.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,Cholangitis,K83.0,83.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,Obstruction of bile duct,K83.1,15.0,19336776.0,
2020.0,2020.0,New York,36.0,Alcohol-induced acute pancreatitis,K85.2,18.0,19336776.0,
2020.0,2020.0,New York,36.0,"Acute pancreatitis, unspecified",K85.9,140.0,19336776.0,0.7
2020.0,2020.0,New York,36.0,Other chronic pancreatitis,K86.1,13.0,19336776.0,
2020.0,2020.0,New York,36.0,"Disease of pancreas, unspecified",K86.9,41.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Haematemesis,K92.0,13.0,19336776.0,
2020.0,2020.0,New York,36.0,"Gastrointestinal haemorrhage, unspecified",K92.2,600.0,19336776.0,3.1
2020.0,2020.0,New York,36.0,Cellulitis of other parts of limb,L03.1,48.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Cellulitis, unspecified",L03.9,60.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,60.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Stage IV decubitus ulcer,L89.3,15.0,19336776.0,
2020.0,2020.0,New York,36.0,"Decubitus ulcer and pressure area, unspecified",L89.9,87.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Ulcer of lower limb, not elsewhere classified",L97,17.0,19336776.0,
2020.0,2020.0,New York,36.0,"Chronic ulcer of skin, not elsewhere classified",L98.4,64.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Pyogenic arthritis, unspecified",M00.9,30.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Rheumatoid arthritis, unspecified",M06.9,83.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Arthritis, unspecified",M13.9,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Arthrosis, unspecified",M19.9,14.0,19336776.0,
2020.0,2020.0,New York,36.0,Systemic lupus erythematosus with organ or system involvement,M32.1,58.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Systemic lupus erythematosus, unspecified",M32.9,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Other forms of systemic sclerosis,M34.8,47.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Systemic sclerosis, unspecified",M34.9,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Systemic involvement of connective tissue, unspecified",M35.9,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Osteomyelitis of vertebra,M46.2,38.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Spinal stenosis,M48.0,18.0,19336776.0,
2020.0,2020.0,New York,36.0,Other specified disorders of muscle,M62.8,39.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Necrotizing fasciitis,M72.6,56.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,"Osteoporosis, unspecified",M81.9,19.0,19336776.0,
2020.0,2020.0,New York,36.0,"Pathological fracture, not elsewhere classified",M84.4,14.0,19336776.0,
2020.0,2020.0,New York,36.0,Other chronic osteomyelitis,M86.6,17.0,19336776.0,
2020.0,2020.0,New York,36.0,"Osteomyelitis, unspecified",M86.9,188.0,19336776.0,1.0
2020.0,2020.0,New York,36.0,"Acute nephritic syndrome, unspecified",N00.9,30.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,52.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Other and unspecified hydronephrosis,N13.3,21.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Obstructive and reflux uropathy, unspecified",N13.9,47.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Acute renal failure with tubular necrosis,N17.0,17.0,19336776.0,
2020.0,2020.0,New York,36.0,"Acute renal failure, unspecified",N17.9,467.0,19336776.0,2.4
2020.0,2020.0,New York,36.0,"Chronic kidney disease, stage 3",N18.3,18.0,19336776.0,
2020.0,2020.0,New York,36.0,"Chronic kidney disease, stage 4",N18.4,46.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Chronic kidney disease, stage 5",N18.5,1268.0,19336776.0,6.6
2020.0,2020.0,New York,36.0,"Chronic renal failure, unspecified",N18.9,577.0,19336776.0,3.0
2020.0,2020.0,New York,36.0,Unspecified renal failure,N19,203.0,19336776.0,1.0
2020.0,2020.0,New York,36.0,Calculus of kidney,N20.0,44.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other specified disorders of kidney and ureter,N28.8,85.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Disorder of kidney and ureter, unspecified",N28.9,57.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Acute cystitis,N30.0,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Cystitis, unspecified",N30.9,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Urinary tract infection, site not specified",N39.0,804.0,19336776.0,4.2
2020.0,2020.0,New York,36.0,Hyperplasia of prostate,N40,57.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Inflammatory disorders of other specified male genital organs,N49.8,17.0,19336776.0,
2020.0,2020.0,New York,36.0,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,O96.0,13.0,19336776.0,
2020.0,2020.0,New York,36.0,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,O96.1,17.0,19336776.0,
2020.0,2020.0,New York,36.0,Newborn affected by incompetent cervix,P01.0,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Newborn affected by premature rupture of membranes,P01.1,17.0,19336776.0,
2020.0,2020.0,New York,36.0,Newborn affected by other forms of placental separation and haemorrhage,P02.1,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Extreme immaturity,P07.2,120.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,Other preterm infants,P07.3,33.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Intrauterine hypoxia, unspecified",P20.9,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Respiratory distress syndrome of newborn,P22.0,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Neonatal cardiac failure,P29.0,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Neonatal cardiac dysrhythmia,P29.1,35.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Bacterial sepsis of newborn, unspecified",P36.9,17.0,19336776.0,
2020.0,2020.0,New York,36.0,Necrotizing enterocolitis of newborn,P77,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Hypoxic ischemic encephalopathy of newborn,P91.6,13.0,19336776.0,
2020.0,2020.0,New York,36.0,Tetralogy of Fallot,Q21.3,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Malformation of coronary vessels,Q24.5,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Congenital malformation of heart, unspecified",Q24.9,42.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Peripheral arteriovenous malformation,Q27.3,14.0,19336776.0,
2020.0,2020.0,New York,36.0,"Polycystic kidney, unspecified",Q61.3,23.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Neurofibromatosis (nonmalignant),Q85.0,11.0,19336776.0,
2020.0,2020.0,New York,36.0,"Congenital malformation, unspecified",Q89.9,13.0,19336776.0,
2020.0,2020.0,New York,36.0,"Down syndrome, unspecified",Q90.9,79.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Edwards syndrome, unspecified",Q91.3,13.0,19336776.0,
2020.0,2020.0,New York,36.0,"Bradycardia, unspecified",R00.1,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Dyspnoea,R06.0,34.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other and unspecified abnormalities of breathing,R06.8,29.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Asphyxia,R09.0,135.0,19336776.0,0.7
2020.0,2020.0,New York,36.0,Respiratory arrest,R09.2,130.0,19336776.0,0.7
2020.0,2020.0,New York,36.0,Dysphagia,R13,33.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other specified symptoms and signs involving the digestive system and abdomen,R19.8,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Other and unspecified symptoms and signs involving cognitive functions and awareness,R41.8,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Malaise and fatigue,R53,46.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Senility,R54,537.0,19336776.0,2.8
2020.0,2020.0,New York,36.0,Other and unspecified convulsions,R56.8,66.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Cardiogenic shock,R57.0,34.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other shock,R57.8,19.0,19336776.0,
2020.0,2020.0,New York,36.0,"Shock, unspecified",R57.9,19.0,19336776.0,
2020.0,2020.0,New York,36.0,"Haemorrhage, not elsewhere classified",R58,56.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Other lack of expected normal physiological development,R62.8,164.0,19336776.0,0.8
2020.0,2020.0,New York,36.0,Other specified general symptoms and signs,R68.8,175.0,19336776.0,0.9
2020.0,2020.0,New York,36.0,Abnormal findings on diagnostic imaging of lung,R91,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Sudden infant death syndrome - SIDS,R95,38.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other ill-defined and unspecified causes of mortality,R99,836.0,19336776.0,4.3
2020.0,2020.0,New York,36.0,"Severe acute respiratory syndrome [SARS], unspecified",U04.9,10.0,19336776.0,
2020.0,2020.0,New York,36.0,COVID-19,U07.1,35736.0,19336776.0,184.8
2020.0,2020.0,New York,36.0,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,77.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident",V04.1,12.0,19336776.0,
2020.0,2020.0,New York,36.0,Unspecified whether traffic or nontraffic accident,V05.9,22.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,182.0,19336776.0,0.9
2020.0,2020.0,New York,36.0,"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident",V13.4,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V19.4,13.0,19336776.0,
2020.0,2020.0,New York,36.0,Pedal cyclist [any] injured in unspecified traffic accident,V19.9,12.0,19336776.0,
2020.0,2020.0,New York,36.0,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,38.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,24.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,16.0,19336776.0,
2020.0,2020.0,New York,36.0,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V29.4,59.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,36.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,30.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,17.0,19336776.0,
2020.0,2020.0,New York,36.0,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,32.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident",V47.6,18.0,19336776.0,
2020.0,2020.0,New York,36.0,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Car occupant [any] injured in unspecified traffic accident,V49.9,18.0,19336776.0,
2020.0,2020.0,New York,36.0,Driver of all-terrain or other off-road motor vehicle injured in traffic accident,V86.0,10.0,19336776.0,
2020.0,2020.0,New York,36.0,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.5,23.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Person injured in collision between other specified motor vehicles (traffic),V87.7,118.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,314.0,19336776.0,1.6
2020.0,2020.0,New York,36.0,"Fall on same level from slipping, tripping and stumbling",W01,25.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Fall involving wheelchair,W05,17.0,19336776.0,
2020.0,2020.0,New York,36.0,Fall involving bed,W06,43.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Fall involving chair,W07,19.0,19336776.0,
2020.0,2020.0,New York,36.0,Fall on and from stairs and steps,W10,254.0,19336776.0,1.3
2020.0,2020.0,New York,36.0,Fall on and from ladder,W11,22.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Fall from, out of or through building or structure",W13,26.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Other fall from one level to another,W17,37.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Other fall on same level,W18,396.0,19336776.0,2.0
2020.0,2020.0,New York,36.0,Unspecified fall,W19,927.0,19336776.0,4.8
2020.0,2020.0,New York,36.0,"Struck by thrown, projected or falling object",W20,27.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Striking against or struck by other objects,W22,10.0,19336776.0,
2020.0,2020.0,New York,36.0,"Caught, crushed, jammed or pinched in or between objects",W23,11.0,19336776.0,
2020.0,2020.0,New York,36.0,Drowning and submersion while in bath-tub,W65,14.0,19336776.0,
2020.0,2020.0,New York,36.0,Drowning and submersion while in swimming-pool,W67,29.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Drowning and submersion while in natural water,W69,87.0,19336776.0,0.4
2020.0,2020.0,New York,36.0,Unspecified drowning and submersion,W74,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Accidental suffocation and strangulation in bed,W75,36.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Inhalation of gastric contents,W78,19.0,19336776.0,
2020.0,2020.0,New York,36.0,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,61.0,19336776.0,0.3
2020.0,2020.0,New York,36.0,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,118.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,Unspecified threat to breathing,W84,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,Exposure to uncontrolled fire in building or structure,X00,121.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,Exposure to excessive natural cold,X31,48.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X40,17.0,19336776.0,
2020.0,2020.0,New York,36.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,116.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,2614.0,19336776.0,13.5
2020.0,2020.0,New York,36.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,1763.0,19336776.0,9.1
2020.0,2020.0,New York,36.0,Accidental poisoning by and exposure to alcohol,X45,106.0,19336776.0,0.5
2020.0,2020.0,New York,36.0,Accidental poisoning by and exposure to other gases and vapours,X47,33.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Exposure to unspecified factor causing fracture,X59.0,104.0,19336776.0,0.5
2020.0,2020.0,New York,36.0,Exposure to unspecified factor causing other and unspecified injury,X59.9,121.0,19336776.0,0.6
2020.0,2020.0,New York,36.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,45.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,20.0,19336776.0,0.1
2020.0,2020.0,New York,36.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,134.0,19336776.0,0.7
2020.0,2020.0,New York,36.0,Intentional self-poisoning by and exposure to other gases and vapours,X67,41.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,"Intentional self-harm by hanging, strangulation and suffocation",X70,590.0,19336776.0,3.1
2020.0,2020.0,New York,36.0,Intentional self-harm by drowning and submersion,X71,43.0,19336776.0,0.2
2020.0,2020.0,New York,36.0,Intentional self-harm by handgun discharge,X72,16.0,19336776.0,
