"Notes","Year","Year Code","State","State Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"2021","2021","New York","36","Phlebitis and thrombophlebitis of other deep vessels of lower extremities","I80.2",229,19835913,1.2
,"2021","2021","New York","36","Phlebitis and thrombophlebitis of lower extremities, unspecified","I80.3",31,19835913,0.2
,"2021","2021","New York","36","Portal vein thrombosis","I81",11,19835913,Unreliable
,"2021","2021","New York","36","Embolism and thrombosis of unspecified vein","I82.9",12,19835913,Unreliable
,"2021","2021","New York","36","Hypotension, unspecified","I95.9",21,19835913,0.1
,"2021","2021","New York","36","Other and unspecified disorders of circulatory system","I99",29,19835913,0.1
,"2021","2021","New York","36","Influenza with other respiratory manifestations, influenza virus identified","J10.1",12,19835913,Unreliable
,"2021","2021","New York","36","Other viral pneumonia","J12.8",45,19835913,0.2
,"2021","2021","New York","36","Viral pneumonia, unspecified","J12.9",38,19835913,0.2
,"2021","2021","New York","36","Pneumonia due to Klebsiella pneumoniae","J15.0",25,19835913,0.1
,"2021","2021","New York","36","Pneumonia due to Pseudomonas","J15.1",38,19835913,0.2
,"2021","2021","New York","36","Pneumonia due to staphylococcus","J15.2",49,19835913,0.2
,"2021","2021","New York","36","Pneumonia due to other aerobic Gram-negative bacteria","J15.6",12,19835913,Unreliable
,"2021","2021","New York","36","Bacterial pneumonia, unspecified","J15.9",538,19835913,2.7
,"2021","2021","New York","36","Bronchopneumonia, unspecified","J18.0",49,19835913,0.2
,"2021","2021","New York","36","Lobar pneumonia, unspecified","J18.1",377,19835913,1.9
,"2021","2021","New York","36","Pneumonia, unspecified","J18.9",2518,19835913,12.7
,"2021","2021","New York","36","Other specified diseases of upper respiratory tract","J39.8",16,19835913,Unreliable
,"2021","2021","New York","36","Bronchitis, not specified as acute or chronic","J40",10,19835913,Unreliable
,"2021","2021","New York","36","Emphysema, unspecified","J43.9",340,19835913,1.7
,"2021","2021","New York","36","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",831,19835913,4.2
,"2021","2021","New York","36","Chronic obstructive pulmonary disease with acute exacerbation, unspecified","J44.1",274,19835913,1.4
,"2021","2021","New York","36","Other specified chronic obstructive pulmonary disease","J44.8",53,19835913,0.3
,"2021","2021","New York","36","Chronic obstructive pulmonary disease, unspecified","J44.9",4079,19835913,20.6
,"2021","2021","New York","36","Asthma, unspecified","J45.9",226,19835913,1.1
,"2021","2021","New York","36","Status asthmaticus","J46",15,19835913,Unreliable
,"2021","2021","New York","36","Bronchiectasis","J47",56,19835913,0.3
,"2021","2021","New York","36","Pneumonitis due to food and vomit","J69.0",777,19835913,3.9
,"2021","2021","New York","36","Adult respiratory distress syndrome","J80",88,19835913,0.4
,"2021","2021","New York","36","Pulmonary oedema","J81",47,19835913,0.2
,"2021","2021","New York","36","Other interstitial pulmonary diseases with fibrosis","J84.1",639,19835913,3.2
,"2021","2021","New York","36","Interstitial pulmonary disease, unspecified","J84.9",411,19835913,2.1
,"2021","2021","New York","36","Pyothorax without fistula","J86.9",47,19835913,0.2
,"2021","2021","New York","36","Pleural effusion, not elsewhere classified","J90",123,19835913,0.6
,"2021","2021","New York","36","Spontaneous tension pneumothorax","J93.0",10,19835913,Unreliable
,"2021","2021","New York","36","Pneumothorax, unspecified","J93.9",34,19835913,0.2
,"2021","2021","New York","36","Acute respiratory failure","J96.0",411,19835913,2.1
,"2021","2021","New York","36","Chronic respiratory failure","J96.1",218,19835913,1.1
,"2021","2021","New York","36","Respiratory failure, unspecified","J96.9",514,19835913,2.6
,"2021","2021","New York","36","Pulmonary collapse","J98.1",26,19835913,0.1
,"2021","2021","New York","36","Other disorders of lung","J98.4",155,19835913,0.8
,"2021","2021","New York","36","Diseases of mediastinum, not elsewhere classified","J98.5",17,19835913,Unreliable
,"2021","2021","New York","36","Other specified respiratory disorders","J98.8",41,19835913,0.2
,"2021","2021","New York","36","Respiratory disorder, unspecified","J98.9",26,19835913,0.1
,"2021","2021","New York","36","Oesophagitis","K20",13,19835913,Unreliable
,"2021","2021","New York","36","Gastro-oesophageal reflux disease without oesophagitis","K21.9",28,19835913,0.1
,"2021","2021","New York","36","Achalasia of cardia","K22.0",11,19835913,Unreliable
,"2021","2021","New York","36","Oesophageal obstruction","K22.2",21,19835913,0.1
,"2021","2021","New York","36","Perforation of oesophagus","K22.3",19,19835913,Unreliable
,"2021","2021","New York","36","Dyskinesia of oesophagus","K22.4",17,19835913,Unreliable
,"2021","2021","New York","36","Other specified diseases of oesophagus","K22.8",14,19835913,Unreliable
,"2021","2021","New York","36","Gastric ulcer, chronic or unspecified with haemorrhage","K25.4",18,19835913,Unreliable
,"2021","2021","New York","36","Gastric ulcer, chronic or unspecified with perforation","K25.5",19,19835913,Unreliable
,"2021","2021","New York","36","Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation","K25.9",10,19835913,Unreliable
,"2021","2021","New York","36","Duodenal ulcer, chronic or unspecified with haemorrhage","K26.4",44,19835913,0.2
,"2021","2021","New York","36","Duodenal ulcer, chronic or unspecified with perforation","K26.5",41,19835913,0.2
,"2021","2021","New York","36","Duodenal ulcer, chronic or unspecified with both haemorrhage and perforation","K26.6",12,19835913,Unreliable
,"2021","2021","New York","36","Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation","K26.9",13,19835913,Unreliable
,"2021","2021","New York","36","Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage","K27.4",27,19835913,0.1
,"2021","2021","New York","36","Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation","K27.9",11,19835913,Unreliable
,"2021","2021","New York","36","Gastritis, unspecified","K29.7",12,19835913,Unreliable
,"2021","2021","New York","36","Adult hypertrophic pyloric stenosis","K31.1",10,19835913,Unreliable
,"2021","2021","New York","36","Other specified diseases of stomach and duodenum","K31.8",20,19835913,0.1
,"2021","2021","New York","36","Disease of stomach and duodenum, unspecified","K31.9",11,19835913,Unreliable
,"2021","2021","New York","36","Acute appendicitis, other and unspecified","K35.8",11,19835913,Unreliable
,"2021","2021","New York","36","Unilateral or unspecified inguinal hernia, with obstruction, without gangrene","K40.3",19,19835913,Unreliable
,"2021","2021","New York","36","Ventral hernia with obstruction, without gangrene","K43.0",22,19835913,0.1
,"2021","2021","New York","36","Diaphragmatic hernia without obstruction or gangrene","K44.9",32,19835913,0.2
,"2021","2021","New York","36","Unspecified abdominal hernia with obstruction, without gangrene","K46.0",20,19835913,0.1
,"2021","2021","New York","36","Unspecified abdominal hernia without obstruction or gangrene","K46.9",12,19835913,Unreliable
,"2021","2021","New York","36","Crohn disease, unspecified","K50.9",48,19835913,0.2
,"2021","2021","New York","36","Ulcerative colitis, unspecified","K51.9",15,19835913,Unreliable
,"2021","2021","New York","36","Acute vascular disorders of intestine","K55.0",81,19835913,0.4
,"2021","2021","New York","36","Chronic vascular disorders of intestine","K55.1",21,19835913,0.1
,"2021","2021","New York","36","Vascular disorder of intestine, unspecified","K55.9",353,19835913,1.8
,"2021","2021","New York","36","Volvulus","K56.2",41,19835913,0.2
,"2021","2021","New York","36","Intestinal adhesions [bands] with obstruction","K56.5",18,19835913,Unreliable
,"2021","2021","New York","36","Other and unspecified intestinal obstruction","K56.6",304,19835913,1.5
,"2021","2021","New York","36","Ileus, unspecified","K56.7",23,19835913,0.1
,"2021","2021","New York","36","Diverticular disease of large intestine with perforation and abscess","K57.2",16,19835913,Unreliable
,"2021","2021","New York","36","Diverticular disease of intestine, part unspecified, with perforation and abscess","K57.8",82,19835913,0.4
,"2021","2021","New York","36","Diverticular disease of intestine, part unspecified, without perforation or abscess","K57.9",82,19835913,0.4
,"2021","2021","New York","36","Constipation","K59.0",12,19835913,Unreliable
,"2021","2021","New York","36","Megacolon, not elsewhere classified","K59.3",13,19835913,Unreliable
,"2021","2021","New York","36","Perforation of intestine (nontraumatic)","K63.1",210,19835913,1.1
,"2021","2021","New York","36","Fistula of intestine","K63.2",11,19835913,Unreliable
,"2021","2021","New York","36","Other specified diseases of intestine","K63.8",18,19835913,Unreliable
,"2021","2021","New York","36","Disease of intestine, unspecified","K63.9",31,19835913,0.2
,"2021","2021","New York","36","Acute peritonitis","K65.0",80,19835913,0.4
,"2021","2021","New York","36","Peritonitis, unspecified","K65.9",24,19835913,0.1
,"2021","2021","New York","36","Haemoperitoneum","K66.1",24,19835913,0.1
,"2021","2021","New York","36","Other specified disorders of peritoneum","K66.8",30,19835913,0.2
,"2021","2021","New York","36","Alcoholic fatty liver","K70.0",32,19835913,0.2
,"2021","2021","New York","36","Alcoholic hepatitis","K70.1",51,19835913,0.3
,"2021","2021","New York","36","Alcoholic cirrhosis of liver","K70.3",835,19835913,4.2
,"2021","2021","New York","36","Alcoholic hepatic failure","K70.4",90,19835913,0.5
,"2021","2021","New York","36","Alcoholic liver disease, unspecified","K70.9",63,19835913,0.3
,"2021","2021","New York","36","Acute and subacute hepatic failure","K72.0",66,19835913,0.3
,"2021","2021","New York","36","Hepatic failure, unspecified","K72.9",243,19835913,1.2
,"2021","2021","New York","36","Primary biliary cirrhosis","K74.3",27,19835913,0.1
,"2021","2021","New York","36","Other and unspecified cirrhosis of liver","K74.6",861,19835913,4.3
,"2021","2021","New York","36","Abscess of liver","K75.0",23,19835913,0.1
,"2021","2021","New York","36","Autoimmune hepatitis","K75.4",23,19835913,0.1
,"2021","2021","New York","36","Fatty (change of) liver, not elsewhere classified","K76.0",148,19835913,0.7
,"2021","2021","New York","36","Hepatorenal syndrome","K76.7",29,19835913,0.1
,"2021","2021","New York","36","Other specified diseases of liver","K76.8",12,19835913,Unreliable
,"2021","2021","New York","36","Liver disease, unspecified","K76.9",180,19835913,0.9
,"2021","2021","New York","36","Calculus of gallbladder with other cholecystitis","K80.1",15,19835913,Unreliable
,"2021","2021","New York","36","Calculus of gallbladder without cholecystitis","K80.2",28,19835913,0.1
,"2021","2021","New York","36","Calculus of bile duct without cholangitis or cholecystitis","K80.5",14,19835913,Unreliable
,"2021","2021","New York","36","Acute cholecystitis","K81.0",104,19835913,0.5
,"2021","2021","New York","36","Cholecystitis, unspecified","K81.9",97,19835913,0.5
,"2021","2021","New York","36","Disease of gallbladder, unspecified","K82.9",10,19835913,Unreliable
,"2021","2021","New York","36","Cholangitis","K83.0",96,19835913,0.5
,"2021","2021","New York","36","Obstruction of bile duct","K83.1",16,19835913,Unreliable
,"2021","2021","New York","36","Alcohol-induced acute pancreatitis","K85.2",21,19835913,0.1
,"2021","2021","New York","36","Acute pancreatitis, unspecified","K85.9",139,19835913,0.7
,"2021","2021","New York","36","Other chronic pancreatitis","K86.1",16,19835913,Unreliable
,"2021","2021","New York","36","Disease of pancreas, unspecified","K86.9",56,19835913,0.3
,"2021","2021","New York","36","Haematemesis","K92.0",14,19835913,Unreliable
,"2021","2021","New York","36","Gastrointestinal haemorrhage, unspecified","K92.2",686,19835913,3.5
,"2021","2021","New York","36","Cellulitis of other parts of limb","L03.1",49,19835913,0.2
,"2021","2021","New York","36","Cellulitis, unspecified","L03.9",50,19835913,0.3
,"2021","2021","New York","36","Local infection of skin and subcutaneous tissue, unspecified","L08.9",51,19835913,0.3
,"2021","2021","New York","36","Stage IV decubitus ulcer","L89.3",11,19835913,Unreliable
,"2021","2021","New York","36","Decubitus ulcer and pressure area, unspecified","L89.9",142,19835913,0.7
,"2021","2021","New York","36","Ulcer of lower limb, not elsewhere classified","L97",16,19835913,Unreliable
,"2021","2021","New York","36","Chronic ulcer of skin, not elsewhere classified","L98.4",71,19835913,0.4
,"2021","2021","New York","36","Pyogenic arthritis, unspecified","M00.9",27,19835913,0.1
,"2021","2021","New York","36","Rheumatoid arthritis, unspecified","M06.9",73,19835913,0.4
,"2021","2021","New York","36","Systemic lupus erythematosus with organ or system involvement","M32.1",58,19835913,0.3
,"2021","2021","New York","36","Other forms of systemic sclerosis","M34.8",49,19835913,0.2
,"2021","2021","New York","36","Systemic sclerosis, unspecified","M34.9",10,19835913,Unreliable
,"2021","2021","New York","36","Sicca syndrome [Sjogren]","M35.0",11,19835913,Unreliable
,"2021","2021","New York","36","Systemic involvement of connective tissue, unspecified","M35.9",10,19835913,Unreliable
,"2021","2021","New York","36","Osteomyelitis of vertebra","M46.2",42,19835913,0.2
,"2021","2021","New York","36","Spinal stenosis","M48.0",18,19835913,Unreliable
,"2021","2021","New York","36","Infective myositis","M60.0",11,19835913,Unreliable
,"2021","2021","New York","36","Other specified disorders of muscle","M62.8",48,19835913,0.2
,"2021","2021","New York","36","Necrotizing fasciitis","M72.6",62,19835913,0.3
,"2021","2021","New York","36","Pathological fracture, not elsewhere classified","M84.4",18,19835913,Unreliable
,"2021","2021","New York","36","Other chronic osteomyelitis","M86.6",13,19835913,Unreliable
,"2021","2021","New York","36","Osteomyelitis, unspecified","M86.9",177,19835913,0.9
,"2021","2021","New York","36","Acute nephritic syndrome, unspecified","N00.9",23,19835913,0.1
,"2021","2021","New York","36","Acute tubulo-interstitial nephritis","N10",13,19835913,Unreliable
,"2021","2021","New York","36","Tubulo-interstitial nephritis, not specified as acute or chronic","N12",46,19835913,0.2
,"2021","2021","New York","36","Other and unspecified hydronephrosis","N13.3",20,19835913,0.1
,"2021","2021","New York","36","Obstructive and reflux uropathy, unspecified","N13.9",30,19835913,0.2
,"2021","2021","New York","36","Acute renal failure with tubular necrosis","N17.0",20,19835913,0.1
,"2021","2021","New York","36","Acute renal failure, unspecified","N17.9",491,19835913,2.5
,"2021","2021","New York","36","Chronic kidney disease, stage 3","N18.3",13,19835913,Unreliable
,"2021","2021","New York","36","Chronic kidney disease, stage 4","N18.4",25,19835913,0.1
,"2021","2021","New York","36","Chronic kidney disease, stage 5","N18.5",1202,19835913,6.1
,"2021","2021","New York","36","Chronic renal failure, unspecified","N18.9",483,19835913,2.4
,"2021","2021","New York","36","Unspecified renal failure","N19",263,19835913,1.3
,"2021","2021","New York","36","Calculus of kidney","N20.0",38,19835913,0.2
,"2021","2021","New York","36","Other specified disorders of kidney and ureter","N28.8",59,19835913,0.3
,"2021","2021","New York","36","Disorder of kidney and ureter, unspecified","N28.9",53,19835913,0.3
,"2021","2021","New York","36","Acute cystitis","N30.0",20,19835913,0.1
,"2021","2021","New York","36","Cystitis, unspecified","N30.9",20,19835913,0.1
,"2021","2021","New York","36","Vesicointestinal fistula","N32.1",12,19835913,Unreliable
,"2021","2021","New York","36","Urinary tract infection, site not specified","N39.0",864,19835913,4.4
,"2021","2021","New York","36","Hyperplasia of prostate","N40",61,19835913,0.3
,"2021","2021","New York","36","Inflammatory disorders of other specified male genital organs","N49.8",22,19835913,0.1
,"2021","2021","New York","36","Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery","O96.1",26,19835913,0.1
,"2021","2021","New York","36","Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium","O99.8",12,19835913,Unreliable
,"2021","2021","New York","36","Extreme immaturity","P07.2",112,19835913,0.6
,"2021","2021","New York","36","Other preterm infants","P07.3",22,19835913,0.1
,"2021","2021","New York","36","Intrauterine hypoxia, unspecified","P20.9",12,19835913,Unreliable
,"2021","2021","New York","36","Respiratory distress syndrome of newborn","P22.0",22,19835913,0.1
,"2021","2021","New York","36","Unspecified pulmonary haemorrhage originating in the perinatal period","P26.9",11,19835913,Unreliable
,"2021","2021","New York","36","Neonatal cardiac failure","P29.0",15,19835913,Unreliable
,"2021","2021","New York","36","Neonatal cardiac dysrhythmia","P29.1",46,19835913,0.2
,"2021","2021","New York","36","Bacterial sepsis of newborn, unspecified","P36.9",15,19835913,Unreliable
,"2021","2021","New York","36","Necrotizing enterocolitis of newborn","P77",14,19835913,Unreliable
,"2021","2021","New York","36","Hypoxic ischemic encephalopathy of newborn","P91.6",12,19835913,Unreliable
,"2021","2021","New York","36","Congenital malformation of heart, unspecified","Q24.9",52,19835913,0.3
,"2021","2021","New York","36","Peripheral arteriovenous malformation","Q27.3",14,19835913,Unreliable
,"2021","2021","New York","36","Hypoplasia and dysplasia of lung","Q33.6",10,19835913,Unreliable
,"2021","2021","New York","36","Polycystic kidney, unspecified","Q61.3",25,19835913,0.1
,"2021","2021","New York","36","Congenital malformation, unspecified","Q89.9",12,19835913,Unreliable
,"2021","2021","New York","36","Down syndrome, unspecified","Q90.9",78,19835913,0.4
,"2021","2021","New York","36","Edwards syndrome, unspecified","Q91.3",20,19835913,0.1
,"2021","2021","New York","36","Bradycardia, unspecified","R00.1",19,19835913,Unreliable
,"2021","2021","New York","36","Gangrene, not elsewhere classified","R02",10,19835913,Unreliable
,"2021","2021","New York","36","Haemoptysis","R04.2",10,19835913,Unreliable
,"2021","2021","New York","36","Dyspnoea","R06.0",42,19835913,0.2
,"2021","2021","New York","36","Hyperventilation","R06.4",13,19835913,Unreliable
,"2021","2021","New York","36","Other and unspecified abnormalities of breathing","R06.8",47,19835913,0.2
,"2021","2021","New York","36","Asphyxia","R09.0",111,19835913,0.6
,"2021","2021","New York","36","Respiratory arrest","R09.2",137,19835913,0.7
,"2021","2021","New York","36","Dysphagia","R13",46,19835913,0.2
,"2021","2021","New York","36","Other specified symptoms and signs involving the digestive system and abdomen","R19.8",21,19835913,0.1
,"2021","2021","New York","36","Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems","R29.8",10,19835913,Unreliable
,"2021","2021","New York","36","Malaise and fatigue","R53",28,19835913,0.1
,"2021","2021","New York","36","Senility","R54",383,19835913,1.9
,"2021","2021","New York","36","Syncope and collapse","R55",13,19835913,Unreliable
,"2021","2021","New York","36","Other and unspecified convulsions","R56.8",52,19835913,0.3
,"2021","2021","New York","36","Cardiogenic shock","R57.0",44,19835913,0.2
,"2021","2021","New York","36","Other shock","R57.8",12,19835913,Unreliable
,"2021","2021","New York","36","Shock, unspecified","R57.9",29,19835913,0.1
,"2021","2021","New York","36","Haemorrhage, not elsewhere classified","R58",59,19835913,0.3
,"2021","2021","New York","36","Other lack of expected normal physiological development","R62.8",279,19835913,1.4
,"2021","2021","New York","36","Other specified general symptoms and signs","R68.8",154,19835913,0.8
,"2021","2021","New York","36","Abnormal findings on diagnostic imaging of lung","R91",20,19835913,0.1
,"2021","2021","New York","36","Sudden infant death syndrome - SIDS","R95",54,19835913,0.3
,"2021","2021","New York","36","Other ill-defined and unspecified causes of mortality","R99",955,19835913,4.8
,"2021","2021","New York","36","COVID-19","U07.1",21675,19835913,109.3
,"2021","2021","New York","36","Pedestrian injured in collision with car, pick-up truck or van, traffic accident","V03.1",93,19835913,0.5
,"2021","2021","New York","36","Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident","V04.1",18,19835913,Unreliable
,"2021","2021","New York","36","Unspecified whether traffic or nontraffic accident","V05.9",22,19835913,0.1
,"2021","2021","New York","36","Pedestrian injured in traffic accident involving other and unspecified motor vehicles","V09.2",237,19835913,1.2
,"2021","2021","New York","36","Driver injured in collision with other and unspecified motor vehicles in traffic accident","V19.4",15,19835913,Unreliable
,"2021","2021","New York","36","Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident","V23.4",33,19835913,0.2
,"2021","2021","New York","36","Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident","V27.4",31,19835913,0.2
,"2021","2021","New York","36","Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident","V28.4",12,19835913,Unreliable
,"2021","2021","New York","36","Driver injured in collision with other and unspecified motor vehicles in traffic accident","V29.4",67,19835913,0.3
,"2021","2021","New York","36","Motorcycle rider [any] injured in unspecified traffic accident","V29.9",38,19835913,0.2
,"2021","2021","New York","36","Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident","V43.5",26,19835913,0.1
,"2021","2021","New York","36","Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident","V43.6",10,19835913,Unreliable
,"2021","2021","New York","36","Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident","V47.5",40,19835913,0.2
,"2021","2021","New York","36","Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident","V47.6",12,19835913,Unreliable
,"2021","2021","New York","36","Driver of all-terrain or other off-road motor vehicle injured in traffic accident","V86.0",10,19835913,Unreliable
,"2021","2021","New York","36","Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident","V86.5",25,19835913,0.1
,"2021","2021","New York","36","Person injured in collision between other specified motor vehicles (traffic)","V87.7",154,19835913,0.8
,"2021","2021","New York","36","Person injured in unspecified motor-vehicle accident, traffic","V89.2",399,19835913,2.0
,"2021","2021","New York","36","Fall on same level from slipping, tripping and stumbling","W01",26,19835913,0.1
,"2021","2021","New York","36","Fall involving wheelchair","W05",18,19835913,Unreliable
,"2021","2021","New York","36","Fall involving bed","W06",56,19835913,0.3
,"2021","2021","New York","36","Fall involving chair","W07",18,19835913,Unreliable
,"2021","2021","New York","36","Fall on and from stairs and steps","W10",240,19835913,1.2
,"2021","2021","New York","36","Fall on and from ladder","W11",29,19835913,0.1
,"2021","2021","New York","36","Fall from, out of or through building or structure","W13",28,19835913,0.1
,"2021","2021","New York","36","Other fall from one level to another","W17",41,19835913,0.2
,"2021","2021","New York","36","Other fall on same level","W18",426,19835913,2.1
,"2021","2021","New York","36","Unspecified fall","W19",1083,19835913,5.5
,"2021","2021","New York","36","Struck by thrown, projected or falling object","W20",37,19835913,0.2
,"2021","2021","New York","36","Contact with other and unspecified machinery","W31",15,19835913,Unreliable
,"2021","2021","New York","36","Drowning and submersion while in bath-tub","W65",28,19835913,0.1
,"2021","2021","New York","36","Drowning and submersion while in swimming-pool","W67",26,19835913,0.1
,"2021","2021","New York","36","Drowning and submersion while in natural water","W69",66,19835913,0.3
,"2021","2021","New York","36","Drowning and submersion following fall into natural water","W70",12,19835913,Unreliable
,"2021","2021","New York","36","Unspecified drowning and submersion","W74",13,19835913,Unreliable
,"2021","2021","New York","36","Accidental suffocation and strangulation in bed","W75",37,19835913,0.2
,"2021","2021","New York","36","Other accidental hanging and strangulation","W76",11,19835913,Unreliable
,"2021","2021","New York","36","Inhalation of gastric contents","W78",16,19835913,Unreliable
,"2021","2021","New York","36","Inhalation and ingestion of food causing obstruction of respiratory tract","W79",62,19835913,0.3
,"2021","2021","New York","36","Inhalation and ingestion of other objects causing obstruction of respiratory tract","W80",174,19835913,0.9
,"2021","2021","New York","36","Unspecified threat to breathing","W84",20,19835913,0.1
,"2021","2021","New York","36","Exposure to uncontrolled fire in building or structure","X00",135,19835913,0.7
,"2021","2021","New York","36","Exposure to unspecified smoke, fire and flames","X09",11,19835913,Unreliable
,"2021","2021","New York","36","Exposure to excessive natural heat","X30",13,19835913,Unreliable
,"2021","2021","New York","36","Exposure to excessive natural cold","X31",50,19835913,0.3
,"2021","2021","New York","36","Victim of flood","X38",13,19835913,Unreliable
,"2021","2021","New York","36","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40",23,19835913,0.1
,"2021","2021","New York","36","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",134,19835913,0.7
,"2021","2021","New York","36","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",3055,19835913,15.4
,"2021","2021","New York","36","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",2187,19835913,11.0
,"2021","2021","New York","36","Accidental poisoning by and exposure to alcohol","X45",92,19835913,0.5
,"2021","2021","New York","36","Accidental poisoning by and exposure to other gases and vapours","X47",33,19835913,0.2
,"2021","2021","New York","36","Exposure to unspecified factor causing fracture","X59.0",99,19835913,0.5
,"2021","2021","New York","36","Exposure to unspecified factor causing other and unspecified injury","X59.9",129,19835913,0.7
,"2021","2021","New York","36","Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X60",12,19835913,Unreliable
,"2021","2021","New York","36","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",38,19835913,0.2
,"2021","2021","New York","36","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",16,19835913,Unreliable
,"2021","2021","New York","36","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",152,19835913,0.8
,"2021","2021","New York","36","Intentional self-poisoning by and exposure to other gases and vapours","X67",58,19835913,0.3
,"2021","2021","New York","36","Intentional self-harm by hanging, strangulation and suffocation","X70",577,19835913,2.9
,"2021","2021","New York","36","Intentional self-harm by drowning and submersion","X71",43,19835913,0.2
,"2021","2021","New York","36","Intentional self-harm by rifle, shotgun and larger firearm discharge","X73",92,19835913,0.5
,"2021","2021","New York","36","Intentional self-harm by other and unspecified firearm discharge","X74",339,19835913,1.7
,"2021","2021","New York","36","Intentional self-harm by smoke, fire and flames","X76",11,19835913,Unreliable
,"2021","2021","New York","36","Intentional self-harm by sharp object","X78",70,19835913,0.4
,"2021","2021","New York","36","Intentional self-harm by jumping from a high place","X80",144,19835913,0.7
,"2021","2021","New York","36","Intentional self-harm by jumping or lying before moving object","X81",60,19835913,0.3
,"2021","2021","New York","36","Intentional self-harm by other specified means","X83",10,19835913,Unreliable
,"2021","2021","New York","36","Assault by hanging, strangulation and suffocation","X91",26,19835913,0.1
,"2021","2021","New York","36","Assault by other and unspecified firearm discharge","X95",606,19835913,3.1
,"2021","2021","New York","36","Assault by sharp object","X99",137,19835913,0.7
,"2021","2021","New York","36","Assault by bodily force","Y04",14,19835913,Unreliable
,"2021","2021","New York","36","Assault by other specified means","Y08",11,19835913,Unreliable
,"2021","2021","New York","36","Assault by unspecified means","Y09",68,19835913,0.3
,"2021","2021","New York","36","Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent","Y11",13,19835913,Unreliable
,"2021","2021","New York","36","Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent","Y12",137,19835913,0.7
,"2021","2021","New York","36","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Y14",62,19835913,0.3
,"2021","2021","New York","36","Drowning and submersion, undetermined intent","Y21",22,19835913,0.1
,"2021","2021","New York","36","Exposure to smoke, fire and flames, undetermined intent","Y26",14,19835913,Unreliable
,"2021","2021","New York","36","Other specified events, undetermined intent","Y33",10,19835913,Unreliable
,"2021","2021","New York","36","Unspecified event, undetermined intent","Y34",52,19835913,0.3
,"2021","2021","New York","36","Legal intervention involving firearm discharge","Y35.0",15,19835913,Unreliable
,"2021","2021","New York","36","Drug or medicament, unspecified","Y57.9",13,19835913,Unreliable
,"2021","2021","New York","36","Surgical operation with transplant of whole organ","Y83.0",23,19835913,0.1
,"2021","2021","New York","36","Surgical operation with implant of artificial internal device","Y83.1",44,19835913,0.2
,"2021","2021","New York","36","Surgical operation with anastomosis, bypass or graft","Y83.2",34,19835913,0.2
,"2021","2021","New York","36","Surgical operation with formation of external stoma","Y83.3",18,19835913,Unreliable
,"2021","2021","New York","36","Removal of other organ (partial) (total)","Y83.6",20,19835913,0.1
,"2021","2021","New York","36","Surgical procedure, unspecified","Y83.9",50,19835913,0.3
,"2021","2021","New York","36","Kidney dialysis","Y84.1",10,19835913,Unreliable
,"2021","2021","New York","36","Radiological procedure and radiotherapy","Y84.2",11,19835913,Unreliable
,"2021","2021","New York","36","Urinary catheterization","Y84.6",21,19835913,0.1
,"2021","2021","New York","36","Other medical procedures","Y84.8",40,19835913,0.2
,"2021","2021","New York","36","Sequelae of motor-vehicle accident","Y85.0",23,19835913,0.1
,"2021","2021","New York","36","Sequelae of other accidents","Y86",46,19835913,0.2
,"2021","2021","New York","36","Sequelae of assault","Y87.1",22,19835913,0.1
"Total","2021","2021","New York","36",,,181360,19835913,914.3
"Total","2021","2021",,,,,181360,19835913,914.3
